-2.0890653033602242,0.04984266271757457,212.0,1.13108603E10,7.8380605E9,0.0
-1.596845448721334,0.43381441231887535,8.0,1.52988221E12,4.32026681E11,0.0
-1.9380566605785758,0.18250758153752436,66.0,5.8449867E10,2.26268488E10,0.0
-2.1533344029683956,-0.009187592425523073,220.0,5.9652173E9,5.3305395E9,0.0
-2.25338474111373,-0.10066312458736425,246.0,4.282944E9,5.7431158E9,0.0
-2.209472837268099,-0.060539669455257655,300.0,3.41423002E9,3.75097344E9,0.0
-2.0124225363710075,0.11793338946231828,132.0,1.22890342E10,6.4282542E9,0.0
0.8732954053799455,-0.07651681668066189,16.0,1.44101029E13,1.17475587E12,0.0
-2.0323702634767202,0.10062173465179426,222.0,3.6468224E10,2.12134543E10,10.0
0.9452112075541915,-0.1282056285410838,24.0,6.8803683E12,7.6244982E11,10.0
-1.9081655292501931,0.20710051546668012,104.0,1.42806057E11,5.2865311E10,10.0
-2.134524671015135,0.007981790709821815,314.0,1.54245509E10,1.26117171E10,10.0
-1.2550256109481914,0.5419445197870872,14.0,5.4988573E12,4.40958747E11,10.0
-2.2267259074775274,-0.0766583780636559,522.0,1.14439066E10,1.37293906E10,10.0
-2.075753707712627,0.06215121751095501,204.0,1.28473907E10,8.4255836E9,20.0
-1.4962705456796097,0.4910524707228371,12.0,1.65669044E12,3.83407456E11,20.0
-1.9927306908471656,0.13643114560031233,124.0,2.03078246E10,1.10456228E10,20.0
0.9779379397641836,-0.16288627474891998,24.0,8.8607409E12,7.2661775E11,20.0
-1.9060419407432843,0.208835248224335,98.0,8.3968221E10,2.8286806E10,20.0
-2.228014636705099,-0.07801241081054479,420.0,7.5221571E9,9.2810476E9,20.0
-2.1569402426555313,-0.012486748737164434,318.0,9.5516252E9,8.2575227E9,20.0
-2.0421480905047913,0.09280286318989454,158.0,1.28103199E10,7.9926743E9,30.0
-1.4925686295613465,0.4684779948128384,8.0,3.36052408E12,5.5082182E11,30.0
-1.9623690995766985,0.1638553364402904,120.0,2.00028774E10,9.6644413E9,30.0
-2.166238017289804,-0.020500366588752282,266.0,6.4960502E9,5.8599506E9,30.0
-2.224094772140511,-0.0739187571924045,368.0,4.9995699E9,5.9934213E9,30.0
